player_id,player,nationality,squad,birth_year,value,height,position,foot,league,games,games_starts,minutes,goals_2018,goals_2019,pens_2018,pens_2019,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Jay Fulton,sco SCO,Swansea City,1994,50000,178,midfield - Central Midfield,right,Premier League,2,0,19,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,Oswaldo Vizcarrondo,ve VEN,Troyes,1984,50000,191,Defender - Centre-Back,both,Ligue 1,20,18,1716,0,0,0,0,7,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,Nacho Vidal,es ESP,Valencia,1995,1000000,180,Defender - Right-Back,right,La Liga,7,5,447,1,0,0,0,1,0,0.2,0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,Luciano Vietto,ar ARG,Valencia,1993,6000000,173,attack - Centre-Forward,right,La Liga,14,5,535,2,1,0,0,1,0,0.34,0.17,0.5,0.34,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,Simone Zaza,it ITA,Valencia,1991,22000000,186,attack - Centre-Forward,left,La Liga,33,23,2074,13,2,0,0,9,2,0.56,0.09,0.65,0.56,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Sergio Asenjo,es ESP,Villarreal,1989,8000000,189,Goalkeeper,right,La Liga,23,23,2070,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Carlos Bacca,co COL,Villarreal,1986,10000000,181,attack - Centre-Forward,right,La Liga,35,30,2477,15,5,1,1,9,0,0.55,0.18,0.73,0.51,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,CÃ©dric Bakambu,cd COD,Villarreal,1991,22000000,182,attack - Centre-Forward,right,La Liga,15,15,1258,9,0,1,1,5,0,0.64,0,0.64,0.57,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Javi Fuego,es ESP,Villarreal,1984,1000000,182,midfield - Defensive Midfield,right,La Liga,11,6,541,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Mario Gaspar,es ESP,Villarreal,1990,18000000,180,Defender - Right-Back,right,La Liga,32,31,2806,2,3,0,0,6,0,0.06,0.1,0.16,0.06,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,AdriÃ¡n DiÃ©guez,es ESP,AlavÃ©s,1996,40000,188,Defender - Centre-Back,,La Liga,6,6,435,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Mario GonzÃ¡lez,es ESP,Villarreal,1996,20000,183,attack - Left Winger,,La Liga,2,0,20,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Lorenzo Del Pinto,it ITA,Benevento,1990,40000,180,midfield - Central Midfield,right,Serie A,15,7,760,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,AdriÃ¡n MarÃ­n,es ESP,Villarreal,1997,1000000,181,Defender - Left-Back,left,La Liga,3,2,233,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Roger MartÃ­nez,co COL,Villarreal,1994,2500000,180,attack - Centre-Forward,right,La Liga,8,2,235,1,0,0,0,1,0,0.38,0,0.38,0.38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,Giovanni Volpicelli,it ITA,Benevento,1999,10000,175,midfield - Central Midfield,right,Serie A,1,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Sergio Mora,es ESP,Getafe,1979,10000,182,midfield - Central Midfield,right,La Liga,26,6,826,0,0,0,0,5,0,0,0,0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,Olivier Verdon,bj BEN,Bordeaux,1995,15000,190,Defender - Centre-Back,right,Ligue 1,1,0,11,0,0,0,0,0,0,0,0,0,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Reece Oxford,eng ENG,West Ham,1998,5000000,190,midfield - Defensive Midfield,right,Premier League,1,0,5,0,0,0,0,0,0,0,0,0,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,David GarcÃ­a,es ESP,Las Palmas,1982,10000,183,Defender - Centre-Back,right,La Liga,11,9,861,1,0,0,0,2,0,0.1,0,0.1,0.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Stephan Ambrosius,de GER,Hamburger SV,1998,20000,183,Defender - Centre-Back,right,Bundesliga,1,1,45,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Deian Boldor,ro ROU,Hellas Verona,1995,20000,189,Defender - Centre-Back,left,Serie A,1,1,90,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Ramiro Guerra,uy URU,Villarreal,1997,30000,183,midfield - Central Midfield,right,La Liga,4,0,74,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Ben Foster,eng ENG,West Brom,1983,3000000,193,Goalkeeper,left,Premier League,37,37,3330,0,0,0,0,2,0,0,0,0,0.2,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Kieran Gibbs,eng ENG,West Brom,1989,8000000,180,Defender - Left-Back,left,Premier League,33,32,2827,0,1,0,0,3,0,0,0.03,0.03,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Florent Balmont,fr FRA,Dijon,1980,25000,168,midfield - Central Midfield,right,Ligue 1,21,9,860,1,2,0,0,3,0,0.1,0.21,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Grzegorz Krychowiak,pl POL,West Brom,1990,18000000,187,midfield - Defensive Midfield,right,Premier League,27,20,1641,0,2,0,0,2,0,0,0.11,0.11,0.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
